# Name,E_Field_X,E_Field_Y,E_Field_Z,Energy,Dipole_Moment_z,Polarizability_zz,Hyperpolarizability_zzz,Derivative_order_1_number_points_3_step_1_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_2_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_3_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_4_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_5_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_6_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_7_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_8_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_9_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_10_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_11_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_12_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_13_Dipole_Moment_z_div_E_Field_Z,Derivative_order_1_number_points_3_step_14_Dipole_Moment_z_div_E_Field_Z,Derivative_order_2_number_points_3_step_1_Dipole_Moment_z_div_E_Field_Z,Derivative_order_2_number_points_5_step_1_Dipole_Moment_z_div_E_Field_Z
lib_bnnt-3_M062X_Z-50.FChk,0.0,0.0,-0.002500000000000001,-330.8072407009612,0.5693115009821366,87.47749146234048,980.0785230821315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
lib_bnnt-3_M062X_Z-49.FChk,0.0,0.0,-0.002450000000000001,-330.807212344754,0.5649364106765051,87.52588315418916,952.3940424361502,-87.52562293573399572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-952.6729241600200857,nan
lib_bnnt-3_M062X_Z-48.FChk,0.0,0.0,-0.002400000000000001,-330.807184207362,0.5605589386885632,87.57277884667073,926.6223796300332,-87.5726556380259959,-87.572307850676495644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-928.63516751998714943,-926.94745707665364737
lib_bnnt-3_M062X_Z-47.FChk,0.0,0.0,-0.002350000000000001,-330.8071562889022,0.5561791451127025,87.61893961095461,923.486381389442,-87.618992765618995563,-87.61909868356449575,-87.61915954132634096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-924.84993619999960607,-923.512944676679775
lib_bnnt-3_M062X_Z-46.FChk,0.0,0.0,-0.002300000000000001,-330.807128589487,0.5517970394120013,87.66539952281345,936.6392354841599,-87.665541729102995604,-87.66592784412249577,-87.666443480716674315,-87.666953496783495706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-937.10860316000182385,-936.57761419001371245
lib_bnnt-3_M062X_Z-45.FChk,0.0,0.0,-0.002250000000000001,-330.8071011092383,0.5474125909397922,87.71269911861566,955.7220438724238,-87.71286292262599597,-87.7133374020619957,-87.71406368380000759,-87.71493107874949585,-87.71580926590779813,nan,nan,nan,nan,nan,nan,nan,nan,nan,-955.73913776001316683,-955.68103062002049664
lib_bnnt-3_M062X_Z-44.FChk,0.0,0.0,-0.002200000000000001,-330.8070738482671,0.5430257531197387,87.7609762275427,975.1955760894489,-87.7611330750209958,-87.76159914289049577,-87.76235622565734106,-87.76335584845124576,-87.764503848965198185,-87.765682807844840975,nan,nan,nan,nan,nan,nan,nan,nan,-975.06695803997992006,-975.18114228998361703
lib_bnnt-3_M062X_Z-43.FChk,0.0,0.0,-0.002150000000000001,-330.8070468067038,0.5386364776322901,87.81019292945888,993.175133667261,-87.81033536315499557,-87.81076347393449596,-87.811476876062007725,-87.81246590169999578,-87.81369478226699813,-87.81508478268300768,-87.81653092376114369,nan,nan,nan,nan,nan,nan,nan,-993.02456732001073014,-993.1634303366582463
lib_bnnt-3_M062X_Z-42.FChk,0.0,0.0,-0.002100000000000001,-330.8070199846615,0.5342447195834232,87.86026462150859,1009.425180372905,-87.86039387284799611,-87.86078385277999575,-87.861440625899007745,-87.8623702864289958,-87.86357061161439813,-87.86501558843234097,-87.86663851459185803,-87.86834451138599576,nan,nan,nan,nan,nan,nan,-1009.3158204000111375,-1009.4311630333252594
lib_bnnt-3_M062X_Z-41.FChk,0.0,0.0,-0.002050000000000001,-330.8069933822716,0.5298504382450053,87.91111247524813,1024.301218162349,-87.91123234240499593,-87.91159440133799586,-87.91220607436334098,-87.91307783224224579,-87.91422015299499815,-87.915635660686174344,-87.917304736479143734,-87.919169148275495784,-87.921141505407669044,nan,nan,nan,nan,nan,-1024.2229618799818727,-1024.2937592399937475
lib_bnnt-3_M062X_Z-40.FChk,0.0,0.0,-0.002000000000000001,-330.8069669996605,0.5254535963491827,87.9626803026396,1038.309960639321,-87.96279492982799561,-87.96314142996749582,-87.96372608464934104,-87.96455946058724571,-87.96565444700279818,-87.96702339828917439,-87.968671078311143734,-87.970581326616870764,-87.972701413739002416,-87.97494933646059815,nan,nan,nan,nan,-1038.2805350400052665,-1038.313462970022233
lib_bnnt-3_M062X_Z-39.FChk,0.0,0.0,-0.001950000000000001,-330.8069408369553,0.5210541587520225,88.01493717919632,1051.938385856854,-88.015050517529995706,-88.015392190549995625,-88.015967493064674355,-88.01678478999824579,-88.01785549342179815,-88.01919263651250772,-88.020808263902286614,-88.02270713570312078,-88.02487449209689129,-88.027261643426298186,-88.02979211477272194,nan,nan,nan,-1051.9429730399985344,-1051.9422259066501454
