# Name,Electric_Field_Direction_Z,Energy,Dipole_Moment,Polarizability,Hyperpolarizability,Energy_derivative_order_1_3,Energy_derivative_order_2_3,Energy_derivative_order_3_5
lib_bnnt_M062X_Z-48.FChk,-0.0004800000000000002,-1286.9392250207,1.809564415101229,367.2578975052928,-1969.82673136309,-1.0,-1.0,-1.0
lib_bnnt_M062X_Z-47.FChk,-0.0004700000000000002,-1286.939206943463,1.805891931877716,367.2390234756044,-1804.411224316963,1.8058902000017694377,-366.6999992546492951,-1.0
lib_bnnt_M062X_Z-46.FChk,-0.0004600000000000002,-1286.939188902896,1.802219629039548,367.221819695828,-1635.775239428722,1.8022224000047158601,-366.86000015606617414,-78500.09531296107186
lib_bnnt_M062X_Z-45.FChk,-0.0004500000000000002,-1286.939170899015,1.79854748978126,367.2063177173333,-1464.275145941051,1.7985467499981309863,-368.27000116090851672,20000.057165958645742
lib_bnnt_M062X_Z-44.FChk,-0.0004400000000000002,-1286.939152931961,1.794875496962188,367.1925425980301,-1290.394349181479,1.7948730999972627085,-366.4599990127470012,55000.060061871621087
lib_bnnt_M062X_Z-43.FChk,-0.0004300000000000002,-1286.939135001553,1.791203633130184,367.1805152024093,-1114.809423635562,1.7912049500024006177,-367.16999995967108417,-29500.069054222413872
lib_bnnt_M062X_Z-42.FChk,-0.0004200000000000002,-1286.939117107862,1.787531880767298,367.1702634764637,-938.4597574011935,1.7875338500006331047,-367.05000039383144952,-55499.99348986032894
lib_bnnt_M062X_Z-41.FChk,-0.0004100000000000002,-1286.939099250876,1.783860222251192,367.1617442743952,-762.6478979047239,1.7838571999995166057,-368.27999982946829088,45499.992662456621698
lib_bnnt_M062X_Z-40.FChk,-0.0004000000000000002,-1286.939081430718,1.780188640067588,367.1549877082862,-589.0908776635611,1.7801850999976663524,-366.14000054058231698,73500.03938810798698
lib_bnnt_M062X_Z-39.FChk,-0.0003900000000000002,-1286.939063647174,1.776517116798553,367.1499473816888,-420.0482001339531,1.7765203499997549099,-366.80999904170613096,-67999.99452411496299
lib_bnnt_M062X_Z-38.FChk,-0.0003800000000000002,-1286.939045900311,1.772845635602241,367.1465625075978,-258.3884493739198,1.7728488000023910557,-367.5000004310646164,-48500.037319598718877
