-0.0161982606799999998,-42.005802117821161988
-0.011570186200000000601,-35.16486510992995718
-0.00826441871000000057,-31.49979364219881927
-0.0059031562199999996696,-29.316861256278876294
-0.0042165401599999997526,-27.933943485736487269
-0.0030118143999999999472,-27.02332921249677847
-0.0021512960000000000242,-26.408366486194114395
-0.0015366399999999999244,-25.985946313606226787
-0.0010976000000000000079,-25.692386164357629827
-0.0007839999999999999747,-25.486722661211729196
-0.00055999999999999995094,-25.341821543846591452
-0.00040000000000000001917,-25.23932387233832152
0.0,-24.986665244227689666
0.00040000000000000001917,-24.739007115313295875
0.00055999999999999995094,-24.64131086411195524
0.0007839999999999999747,-24.505823205744883837
0.0010976000000000000079,-24.318620365985492994
0.0015366399999999999244,-24.06128267366374913
0.0021512960000000000242,-23.710010859912727756
0.0030118143999999999472,-23.23508705250956474
0.0042165401599999997526,-22.601230458495578443
0.0059031562199999996696,-21.769691172072093501
0.00826441871000000057,-20.70310637504973715
0.011570186200000000601,-19.373855743108424303
0.0161982606799999998,-17.775408313753316576
